id_log_transaccion,id_tipo_transaccion,id_tarjeta,id_cuenta_c,id_cuenta_d,id_estado_transaccion,fecha_operacion,fecha,hora,monto_operacion
355,2,,6,5,1,2021-05-01 23:00:00,2021-05-01,23:00:00,16
356,2,,9,11,1,2021-05-01 23:00:00,2021-05-01,23:00:00,6
357,1,8,1,,1,2021-05-01 23:00:00,2021-05-01,23:00:00,10
358,1,1,1,,1,2021-05-01 23:00:00,2021-05-01,23:00:00,15
359,1,6,1,,1,2021-05-01 23:00:00,2021-05-01,23:00:00,10
360,2,,10,8,1,2021-05-01 23:00:00,2021-05-01,23:00:00,14
361,1,4,1,,1,2021-05-02 00:00:00,2021-05-02,00:00:00,17
362,2,,4,5,1,2021-05-02 00:00:00,2021-05-02,00:00:00,8
363,2,,7,9,1,2021-05-02 00:00:00,2021-05-02,00:00:00,1
364,2,,2,7,1,2021-05-02 00:00:00,2021-05-02,00:00:00,9
365,3,10,,10,1,2021-05-02 00:00:00,2021-05-02,00:00:00,22
366,2,,6,7,1,2021-05-02 00:00:00,2021-05-02,00:00:00,19
367,1,6,1,,1,2021-05-02 00:00:00,2021-05-02,00:00:00,2
368,3,4,,4,1,2021-05-02 00:00:00,2021-05-02,00:00:00,36
369,1,6,1,,1,2021-05-02 00:00:00,2021-05-02,00:00:00,20
370,1,7,1,,1,2021-05-02 00:00:00,2021-05-02,00:00:00,18
371,3,4,,4,1,2021-05-02 01:00:00,2021-05-02,01:00:00,33
372,3,2,,2,1,2021-05-02 01:00:00,2021-05-02,01:00:00,5
373,3,11,,11,1,2021-05-02 01:00:00,2021-05-02,01:00:00,15
374,2,,7,10,1,2021-05-02 01:00:00,2021-05-02,01:00:00,18
375,3,7,,7,1,2021-05-02 01:00:00,2021-05-02,01:00:00,16
376,1,8,1,,1,2021-05-02 01:00:00,2021-05-02,01:00:00,3
377,3,9,,9,1,2021-05-02 01:00:00,2021-05-02,01:00:00,0
378,1,8,1,,1,2021-05-02 01:00:00,2021-05-02,01:00:00,15
379,1,2,1,,1,2021-05-02 01:00:00,2021-05-02,01:00:00,12
380,2,,1,3,1,2021-05-02 01:00:00,2021-05-02,01:00:00,14
381,3,11,,11,1,2021-05-02 01:00:00,2021-05-02,01:00:00,11
382,3,10,,10,1,2021-05-02 01:00:00,2021-05-02,01:00:00,9
383,1,6,1,,1,2021-05-02 01:00:00,2021-05-02,01:00:00,11
384,1,9,1,,1,2021-05-02 01:00:00,2021-05-02,01:00:00,2
385,1,1,1,,1,2021-05-02 02:00:00,2021-05-02,02:00:00,15
386,2,,5,11,1,2021-05-02 02:00:00,2021-05-02,02:00:00,15
387,3,4,,4,1,2021-05-02 02:00:00,2021-05-02,02:00:00,9
388,2,,4,5,1,2021-05-02 02:00:00,2021-05-02,02:00:00,13
389,1,8,1,,1,2021-05-02 02:00:00,2021-05-02,02:00:00,3
390,3,3,,3,1,2021-05-02 02:00:00,2021-05-02,02:00:00,1
391,1,2,1,,1,2021-05-02 02:00:00,2021-05-02,02:00:00,8
392,3,4,,4,1,2021-05-02 02:00:00,2021-05-02,02:00:00,3
393,3,6,,6,1,2021-05-02 02:00:00,2021-05-02,02:00:00,40
394,2,,1,9,1,2021-05-02 02:00:00,2021-05-02,02:00:00,6
395,3,5,,5,1,2021-05-02 02:00:00,2021-05-02,02:00:00,0
396,1,4,1,,1,2021-05-02 02:00:00,2021-05-02,02:00:00,9
397,2,,7,1,1,2021-05-02 03:00:00,2021-05-02,03:00:00,1
398,1,9,1,,1,2021-05-02 03:00:00,2021-05-02,03:00:00,9
399,2,,11,10,1,2021-05-02 03:00:00,2021-05-02,03:00:00,1
400,1,3,1,,1,2021-05-02 03:00:00,2021-05-02,03:00:00,10
401,2,,5,11,1,2021-05-02 03:00:00,2021-05-02,03:00:00,20
402,1,7,1,,1,2021-05-02 03:00:00,2021-05-02,03:00:00,7
403,3,3,,3,1,2021-05-02 03:00:00,2021-05-02,03:00:00,2
404,2,,6,4,1,2021-05-02 03:00:00,2021-05-02,03:00:00,10
405,1,5,1,,1,2021-05-02 03:00:00,2021-05-02,03:00:00,13
406,2,,9,4,1,2021-05-02 03:00:00,2021-05-02,03:00:00,9
407,2,,1,11,1,2021-05-02 03:00:00,2021-05-02,03:00:00,20
408,1,4,1,,1,2021-05-02 03:00:00,2021-05-02,03:00:00,20
409,2,,3,2,1,2021-05-02 04:00:00,2021-05-02,04:00:00,9
410,2,,6,3,1,2021-05-02 04:00:00,2021-05-02,04:00:00,11
411,3,7,,7,1,2021-05-02 04:00:00,2021-05-02,04:00:00,6
412,2,,2,3,1,2021-05-02 04:00:00,2021-05-02,04:00:00,2
413,3,7,,7,1,2021-05-02 04:00:00,2021-05-02,04:00:00,2
414,2,,9,6,1,2021-05-02 04:00:00,2021-05-02,04:00:00,6
415,3,7,,7,1,2021-05-02 04:00:00,2021-05-02,04:00:00,2
416,3,1,,1,1,2021-05-02 04:00:00,2021-05-02,04:00:00,20
417,3,6,,6,1,2021-05-02 04:00:00,2021-05-02,04:00:00,4
418,2,,7,9,1,2021-05-02 04:00:00,2021-05-02,04:00:00,13
419,3,11,,11,1,2021-05-02 04:00:00,2021-05-02,04:00:00,1
420,1,2,1,,1,2021-05-02 04:00:00,2021-05-02,04:00:00,14
421,2,,9,6,1,2021-05-02 04:00:00,2021-05-02,04:00:00,16
422,2,,4,6,1,2021-05-02 04:00:00,2021-05-02,04:00:00,12
423,2,,5,4,1,2021-05-02 04:00:00,2021-05-02,04:00:00,5
424,2,,2,5,1,2021-05-02 04:00:00,2021-05-02,04:00:00,4
425,2,,11,8,1,2021-05-02 04:00:00,2021-05-02,04:00:00,19
426,3,7,,7,1,2021-05-02 04:00:00,2021-05-02,04:00:00,1
427,3,3,,3,1,2021-05-02 04:00:00,2021-05-02,04:00:00,1
428,3,1,,1,1,2021-05-02 04:00:00,2021-05-02,04:00:00,18
429,2,,3,10,1,2021-05-02 05:00:00,2021-05-02,05:00:00,3
430,3,8,,8,2,2021-05-02 05:00:00,2021-05-02,05:00:00,31
431,1,2,1,,1,2021-05-02 05:00:00,2021-05-02,05:00:00,8
432,3,9,,9,1,2021-05-02 05:00:00,2021-05-02,05:00:00,3
433,3,11,,11,1,2021-05-02 05:00:00,2021-05-02,05:00:00,4
434,3,6,,6,1,2021-05-02 05:00:00,2021-05-02,05:00:00,3
435,1,6,1,,1,2021-05-02 05:00:00,2021-05-02,05:00:00,20
436,2,,3,10,1,2021-05-02 05:00:00,2021-05-02,05:00:00,14
437,2,,9,6,1,2021-05-02 05:00:00,2021-05-02,05:00:00,18
438,2,,1,6,1,2021-05-02 05:00:00,2021-05-02,05:00:00,3
439,1,4,1,,1,2021-05-02 05:00:00,2021-05-02,05:00:00,15
440,1,3,1,,1,2021-05-02 05:00:00,2021-05-02,05:00:00,15
441,2,,8,6,1,2021-05-02 06:00:00,2021-05-02,06:00:00,9
442,1,1,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,11
443,2,,6,4,1,2021-05-02 06:00:00,2021-05-02,06:00:00,9
444,1,9,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,13
445,3,2,,2,1,2021-05-02 06:00:00,2021-05-02,06:00:00,12
446,2,,8,10,1,2021-05-02 06:00:00,2021-05-02,06:00:00,13
447,3,6,,6,1,2021-05-02 06:00:00,2021-05-02,06:00:00,6
448,1,9,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,14
449,3,2,,2,1,2021-05-02 06:00:00,2021-05-02,06:00:00,31
450,3,3,,3,1,2021-05-02 06:00:00,2021-05-02,06:00:00,12
451,1,2,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,1
452,1,6,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,17
453,3,8,,8,1,2021-05-02 06:00:00,2021-05-02,06:00:00,28
454,1,11,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,20
455,3,6,,6,1,2021-05-02 06:00:00,2021-05-02,06:00:00,27
456,1,7,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,19
457,1,6,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,18
458,2,,6,11,1,2021-05-02 06:00:00,2021-05-02,06:00:00,19
459,1,10,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,5
460,1,8,1,,1,2021-05-02 06:00:00,2021-05-02,06:00:00,16
461,3,6,,6,1,2021-05-02 07:00:00,2021-05-02,07:00:00,16
462,1,8,1,,1,2021-05-02 07:00:00,2021-05-02,07:00:00,18
463,3,4,,4,1,2021-05-02 07:00:00,2021-05-02,07:00:00,26
464,1,1,1,,1,2021-05-02 07:00:00,2021-05-02,07:00:00,18
465,3,3,,3,1,2021-05-02 07:00:00,2021-05-02,07:00:00,3
466,3,8,,8,2,2021-05-02 07:00:00,2021-05-02,07:00:00,27
467,3,9,,9,1,2021-05-02 07:00:00,2021-05-02,07:00:00,28
468,1,8,1,,1,2021-05-02 07:00:00,2021-05-02,07:00:00,5
469,3,8,,8,2,2021-05-02 07:00:00,2021-05-02,07:00:00,54
470,3,6,,6,1,2021-05-02 07:00:00,2021-05-02,07:00:00,1
471,2,,1,2,1,2021-05-02 07:00:00,2021-05-02,07:00:00,5
472,2,,6,3,1,2021-05-02 07:00:00,2021-05-02,07:00:00,5
473,1,2,1,,1,2021-05-02 07:00:00,2021-05-02,07:00:00,5
474,2,,1,4,1,2021-05-02 08:00:00,2021-05-02,08:00:00,16
475,2,,6,10,1,2021-05-02 08:00:00,2021-05-02,08:00:00,11
476,2,,2,1,1,2021-05-02 08:00:00,2021-05-02,08:00:00,13
477,1,4,1,,1,2021-05-02 08:00:00,2021-05-02,08:00:00,10
478,2,,4,8,1,2021-05-02 08:00:00,2021-05-02,08:00:00,10
479,3,6,,6,1,2021-05-02 08:00:00,2021-05-02,08:00:00,1
480,1,9,1,,1,2021-05-02 08:00:00,2021-05-02,08:00:00,19
481,2,,4,6,1,2021-05-02 08:00:00,2021-05-02,08:00:00,6
482,2,,5,9,1,2021-05-02 08:00:00,2021-05-02,08:00:00,20
483,2,,3,1,1,2021-05-02 08:00:00,2021-05-02,08:00:00,1
484,3,3,,3,1,2021-05-02 08:00:00,2021-05-02,08:00:00,5
485,2,,4,1,1,2021-05-02 08:00:00,2021-05-02,08:00:00,3
486,1,9,1,,1,2021-05-02 08:00:00,2021-05-02,08:00:00,13
487,1,4,1,,1,2021-05-02 08:00:00,2021-05-02,08:00:00,18
488,2,,7,5,1,2021-05-02 08:00:00,2021-05-02,08:00:00,7
489,1,7,1,,1,2021-05-02 08:00:00,2021-05-02,08:00:00,12
490,2,,2,10,1,2021-05-02 09:00:00,2021-05-02,09:00:00,10
491,3,1,,1,1,2021-05-02 09:00:00,2021-05-02,09:00:00,30
492,2,,4,8,1,2021-05-02 09:00:00,2021-05-02,09:00:00,4
493,3,10,,10,1,2021-05-02 09:00:00,2021-05-02,09:00:00,3
494,1,4,1,,1,2021-05-02 09:00:00,2021-05-02,09:00:00,7
495,2,,6,3,1,2021-05-02 09:00:00,2021-05-02,09:00:00,5
496,2,,8,2,1,2021-05-02 09:00:00,2021-05-02,09:00:00,2
497,3,6,,6,1,2021-05-02 09:00:00,2021-05-02,09:00:00,2
498,3,7,,7,1,2021-05-02 09:00:00,2021-05-02,09:00:00,29
499,3,10,,10,1,2021-05-02 09:00:00,2021-05-02,09:00:00,26
500,1,10,1,,1,2021-05-02 09:00:00,2021-05-02,09:00:00,7
501,3,9,,9,1,2021-05-02 09:00:00,2021-05-02,09:00:00,24
502,1,2,1,,1,2021-05-02 09:00:00,2021-05-02,09:00:00,3
503,1,5,1,,1,2021-05-02 09:00:00,2021-05-02,09:00:00,10
504,2,,7,8,2,2021-05-02 09:00:00,2021-05-02,09:00:00,8
505,3,7,,7,1,2021-05-02 09:00:00,2021-05-02,09:00:00,1
506,3,5,,5,1,2021-05-02 09:00:00,2021-05-02,09:00:00,10
507,1,1,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,7
508,3,9,,9,1,2021-05-02 10:00:00,2021-05-02,10:00:00,4
509,1,1,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,1
510,1,1,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,18
511,2,,2,9,1,2021-05-02 10:00:00,2021-05-02,10:00:00,10
512,3,10,,10,1,2021-05-02 10:00:00,2021-05-02,10:00:00,8
513,3,4,,4,1,2021-05-02 10:00:00,2021-05-02,10:00:00,18
514,1,4,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,9
515,3,4,,4,1,2021-05-02 10:00:00,2021-05-02,10:00:00,4
516,1,4,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,19
517,2,,5,2,1,2021-05-02 10:00:00,2021-05-02,10:00:00,19
518,1,6,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,11
519,3,5,,5,1,2021-05-02 10:00:00,2021-05-02,10:00:00,8
520,1,10,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,4
521,1,7,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,10
522,1,8,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,4
523,3,11,,11,1,2021-05-02 10:00:00,2021-05-02,10:00:00,17
524,2,,2,9,1,2021-05-02 10:00:00,2021-05-02,10:00:00,8
525,1,5,1,,1,2021-05-02 10:00:00,2021-05-02,10:00:00,11
526,2,,2,6,1,2021-05-02 10:00:00,2021-05-02,10:00:00,16
527,3,6,,6,1,2021-05-02 11:00:00,2021-05-02,11:00:00,8
528,3,9,,9,1,2021-05-02 11:00:00,2021-05-02,11:00:00,5
529,1,6,1,,1,2021-05-02 11:00:00,2021-05-02,11:00:00,16
530,2,,11,10,1,2021-05-02 11:00:00,2021-05-02,11:00:00,8
531,3,7,,7,1,2021-05-02 11:00:00,2021-05-02,11:00:00,4
532,3,3,,3,1,2021-05-02 11:00:00,2021-05-02,11:00:00,1
533,2,,5,2,1,2021-05-02 11:00:00,2021-05-02,11:00:00,2
534,2,,7,2,1,2021-05-02 11:00:00,2021-05-02,11:00:00,12
535,2,,9,8,2,2021-05-02 11:00:00,2021-05-02,11:00:00,18
536,2,,11,3,1,2021-05-02 11:00:00,2021-05-02,11:00:00,13
537,1,10,1,,1,2021-05-02 11:00:00,2021-05-02,11:00:00,3
538,3,4,,4,1,2021-05-02 12:00:00,2021-05-02,12:00:00,51
539,2,,11,3,1,2021-05-02 12:00:00,2021-05-02,12:00:00,18
540,2,,6,11,1,2021-05-02 12:00:00,2021-05-02,12:00:00,6
541,1,2,1,,1,2021-05-02 12:00:00,2021-05-02,12:00:00,2
542,3,6,,6,1,2021-05-02 12:00:00,2021-05-02,12:00:00,8
543,1,3,1,,1,2021-05-02 12:00:00,2021-05-02,12:00:00,11
544,3,10,,10,1,2021-05-02 12:00:00,2021-05-02,12:00:00,5
545,2,,7,11,1,2021-05-02 12:00:00,2021-05-02,12:00:00,12
546,2,,10,11,1,2021-05-02 12:00:00,2021-05-02,12:00:00,7
547,1,2,1,,1,2021-05-02 12:00:00,2021-05-02,12:00:00,1
548,2,,5,9,1,2021-05-02 12:00:00,2021-05-02,12:00:00,8
549,1,6,1,,1,2021-05-02 12:00:00,2021-05-02,12:00:00,5
550,1,2,1,,1,2021-05-02 12:00:00,2021-05-02,12:00:00,5
551,1,2,1,,1,2021-05-02 12:00:00,2021-05-02,12:00:00,18
552,2,,7,1,1,2021-05-02 12:00:00,2021-05-02,12:00:00,3
553,1,3,1,,1,2021-05-02 12:00:00,2021-05-02,12:00:00,15
554,2,,7,5,1,2021-05-02 12:00:00,2021-05-02,12:00:00,17
555,1,4,1,,1,2021-05-02 12:00:00,2021-05-02,12:00:00,11
556,1,4,1,,1,2021-05-02 13:00:00,2021-05-02,13:00:00,17
557,3,4,,4,1,2021-05-02 13:00:00,2021-05-02,13:00:00,23
558,2,,8,4,1,2021-05-02 13:00:00,2021-05-02,13:00:00,8
559,3,8,,8,2,2021-05-02 13:00:00,2021-05-02,13:00:00,21
560,3,3,,3,1,2021-05-02 13:00:00,2021-05-02,13:00:00,11
561,1,2,1,,1,2021-05-02 13:00:00,2021-05-02,13:00:00,20
562,1,7,1,,1,2021-05-02 13:00:00,2021-05-02,13:00:00,9
563,1,9,1,,1,2021-05-02 13:00:00,2021-05-02,13:00:00,2
564,2,,3,10,1,2021-05-02 13:00:00,2021-05-02,13:00:00,17
565,1,4,1,,1,2021-05-02 13:00:00,2021-05-02,13:00:00,16
566,3,3,,3,1,2021-05-02 13:00:00,2021-05-02,13:00:00,3
567,1,8,1,,1,2021-05-02 13:00:00,2021-05-02,13:00:00,12
568,3,8,,8,2,2021-05-02 13:00:00,2021-05-02,13:00:00,57
569,2,,10,5,1,2021-05-02 14:00:00,2021-05-02,14:00:00,2
570,2,,2,1,1,2021-05-02 14:00:00,2021-05-02,14:00:00,14
571,1,2,1,,1,2021-05-02 14:00:00,2021-05-02,14:00:00,6
572,2,,11,5,1,2021-05-02 14:00:00,2021-05-02,14:00:00,11
573,2,,2,3,1,2021-05-02 14:00:00,2021-05-02,14:00:00,5
574,2,,11,7,1,2021-05-02 14:00:00,2021-05-02,14:00:00,8
575,1,8,1,,1,2021-05-02 14:00:00,2021-05-02,14:00:00,13
576,1,10,1,,1,2021-05-02 14:00:00,2021-05-02,14:00:00,8
577,1,7,1,,1,2021-05-02 14:00:00,2021-05-02,14:00:00,9
578,3,4,,4,1,2021-05-02 14:00:00,2021-05-02,14:00:00,7
579,2,,10,8,2,2021-05-02 14:00:00,2021-05-02,14:00:00,20
580,1,1,1,,1,2021-05-02 15:00:00,2021-05-02,15:00:00,4
581,2,,9,4,1,2021-05-02 15:00:00,2021-05-02,15:00:00,1
582,3,10,,10,1,2021-05-02 15:00:00,2021-05-02,15:00:00,3
583,3,5,,5,1,2021-05-02 15:00:00,2021-05-02,15:00:00,10
584,2,,2,6,1,2021-05-02 15:00:00,2021-05-02,15:00:00,15
585,3,6,,6,1,2021-05-02 15:00:00,2021-05-02,15:00:00,17
586,1,3,1,,1,2021-05-02 15:00:00,2021-05-02,15:00:00,2
587,2,,2,4,1,2021-05-02 15:00:00,2021-05-02,15:00:00,13
588,3,9,,9,1,2021-05-02 15:00:00,2021-05-02,15:00:00,3
589,3,5,,5,1,2021-05-02 15:00:00,2021-05-02,15:00:00,3
590,3,7,,7,1,2021-05-02 15:00:00,2021-05-02,15:00:00,20
591,1,6,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,1
592,2,,5,4,1,2021-05-02 16:00:00,2021-05-02,16:00:00,14
593,1,2,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,3
594,3,4,,4,1,2021-05-02 16:00:00,2021-05-02,16:00:00,21
595,2,,10,4,1,2021-05-02 16:00:00,2021-05-02,16:00:00,17
596,1,7,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,4
597,1,1,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,19
598,1,11,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,4
599,2,,5,11,1,2021-05-02 16:00:00,2021-05-02,16:00:00,13
600,2,,9,8,1,2021-05-02 16:00:00,2021-05-02,16:00:00,1
601,1,11,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,1
602,2,,1,2,1,2021-05-02 16:00:00,2021-05-02,16:00:00,6
603,3,3,,3,1,2021-05-02 16:00:00,2021-05-02,16:00:00,3
604,3,10,,10,1,2021-05-02 16:00:00,2021-05-02,16:00:00,5
605,3,9,,9,1,2021-05-02 16:00:00,2021-05-02,16:00:00,1
606,2,,6,11,1,2021-05-02 16:00:00,2021-05-02,16:00:00,6
607,1,8,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,9
608,1,2,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,2
609,2,,8,9,1,2021-05-02 16:00:00,2021-05-02,16:00:00,7
610,1,2,1,,1,2021-05-02 16:00:00,2021-05-02,16:00:00,2
611,3,10,,10,1,2021-05-02 17:00:00,2021-05-02,17:00:00,6
612,1,3,1,,1,2021-05-02 17:00:00,2021-05-02,17:00:00,18
613,2,,4,10,1,2021-05-02 17:00:00,2021-05-02,17:00:00,6
614,3,8,,8,2,2021-05-02 17:00:00,2021-05-02,17:00:00,84
615,2,,5,3,1,2021-05-02 17:00:00,2021-05-02,17:00:00,17
616,2,,1,7,1,2021-05-02 17:00:00,2021-05-02,17:00:00,9
617,2,,7,8,1,2021-05-02 17:00:00,2021-05-02,17:00:00,18
618,1,9,1,,1,2021-05-02 17:00:00,2021-05-02,17:00:00,11
619,1,3,1,,1,2021-05-02 17:00:00,2021-05-02,17:00:00,20
620,2,,5,11,1,2021-05-02 17:00:00,2021-05-02,17:00:00,20
621,1,5,1,,1,2021-05-02 17:00:00,2021-05-02,17:00:00,15
622,2,,6,1,1,2021-05-02 17:00:00,2021-05-02,17:00:00,16
623,3,3,,3,1,2021-05-02 18:00:00,2021-05-02,18:00:00,24
624,3,10,,10,1,2021-05-02 18:00:00,2021-05-02,18:00:00,1
625,2,,7,1,1,2021-05-02 18:00:00,2021-05-02,18:00:00,11
626,2,,3,1,1,2021-05-02 18:00:00,2021-05-02,18:00:00,5
627,2,,8,9,1,2021-05-02 18:00:00,2021-05-02,18:00:00,12
628,2,,6,5,1,2021-05-02 18:00:00,2021-05-02,18:00:00,16
629,2,,5,4,1,2021-05-02 18:00:00,2021-05-02,18:00:00,6
630,2,,9,2,1,2021-05-02 18:00:00,2021-05-02,18:00:00,2
631,1,9,1,,1,2021-05-02 18:00:00,2021-05-02,18:00:00,2
632,2,,6,7,1,2021-05-02 18:00:00,2021-05-02,18:00:00,1
633,2,,4,5,1,2021-05-02 18:00:00,2021-05-02,18:00:00,16
634,2,,2,9,1,2021-05-02 18:00:00,2021-05-02,18:00:00,9
635,1,5,1,,1,2021-05-02 18:00:00,2021-05-02,18:00:00,19
636,2,,3,8,1,2021-05-02 18:00:00,2021-05-02,18:00:00,2
637,2,,7,8,2,2021-05-02 18:00:00,2021-05-02,18:00:00,14
638,2,,6,8,1,2021-05-02 18:00:00,2021-05-02,18:00:00,3
639,3,11,,11,1,2021-05-02 18:00:00,2021-05-02,18:00:00,2
640,3,7,,7,1,2021-05-02 18:00:00,2021-05-02,18:00:00,5
641,2,,10,5,1,2021-05-02 18:00:00,2021-05-02,18:00:00,8
642,3,6,,6,1,2021-05-02 19:00:00,2021-05-02,19:00:00,2
643,2,,4,1,1,2021-05-02 19:00:00,2021-05-02,19:00:00,3
644,1,10,1,,1,2021-05-02 19:00:00,2021-05-02,19:00:00,15
645,1,11,1,,1,2021-05-02 19:00:00,2021-05-02,19:00:00,14
646,3,9,,9,1,2021-05-02 19:00:00,2021-05-02,19:00:00,7
647,3,11,,11,1,2021-05-02 19:00:00,2021-05-02,19:00:00,15
648,2,,2,4,1,2021-05-02 19:00:00,2021-05-02,19:00:00,13
649,3,5,,5,1,2021-05-02 19:00:00,2021-05-02,19:00:00,24
650,3,4,,4,1,2021-05-02 19:00:00,2021-05-02,19:00:00,5
651,3,9,,9,1,2021-05-02 19:00:00,2021-05-02,19:00:00,1
652,2,,3,9,1,2021-05-02 19:00:00,2021-05-02,19:00:00,17
653,2,,1,7,1,2021-05-02 19:00:00,2021-05-02,19:00:00,11
654,3,10,,10,1,2021-05-02 20:00:00,2021-05-02,20:00:00,15
655,2,,6,10,1,2021-05-02 20:00:00,2021-05-02,20:00:00,9
656,3,1,,1,1,2021-05-02 20:00:00,2021-05-02,20:00:00,20
657,3,10,,10,1,2021-05-02 20:00:00,2021-05-02,20:00:00,1
658,1,8,1,,1,2021-05-02 20:00:00,2021-05-02,20:00:00,17
659,1,2,1,,1,2021-05-02 20:00:00,2021-05-02,20:00:00,3
660,3,1,,1,1,2021-05-02 20:00:00,2021-05-02,20:00:00,8
661,3,9,,9,1,2021-05-02 20:00:00,2021-05-02,20:00:00,4
662,1,1,1,,1,2021-05-02 20:00:00,2021-05-02,20:00:00,19
663,2,,4,11,1,2021-05-02 20:00:00,2021-05-02,20:00:00,9
664,3,4,,4,1,2021-05-02 20:00:00,2021-05-02,20:00:00,1
665,3,4,,4,1,2021-05-02 20:00:00,2021-05-02,20:00:00,1
666,1,2,1,,1,2021-05-02 20:00:00,2021-05-02,20:00:00,11
667,3,7,,7,1,2021-05-02 20:00:00,2021-05-02,20:00:00,3
668,1,6,1,,1,2021-05-02 20:00:00,2021-05-02,20:00:00,4
669,2,,2,8,2,2021-05-02 21:00:00,2021-05-02,21:00:00,19
670,3,9,,9,1,2021-05-02 21:00:00,2021-05-02,21:00:00,3
671,1,3,1,,1,2021-05-02 21:00:00,2021-05-02,21:00:00,11
672,1,10,1,,1,2021-05-02 21:00:00,2021-05-02,21:00:00,19
673,1,4,1,,1,2021-05-02 21:00:00,2021-05-02,21:00:00,3
674,3,10,,10,1,2021-05-02 21:00:00,2021-05-02,21:00:00,16
675,3,9,,9,1,2021-05-02 21:00:00,2021-05-02,21:00:00,1
676,1,5,1,,1,2021-05-02 21:00:00,2021-05-02,21:00:00,18
677,3,5,,5,1,2021-05-02 21:00:00,2021-05-02,21:00:00,22
678,1,11,1,,1,2021-05-02 21:00:00,2021-05-02,21:00:00,1
679,1,5,1,,1,2021-05-02 21:00:00,2021-05-02,21:00:00,4
680,2,,1,11,1,2021-05-02 21:00:00,2021-05-02,21:00:00,5
681,3,11,,11,1,2021-05-02 21:00:00,2021-05-02,21:00:00,2
682,1,10,1,,1,2021-05-02 21:00:00,2021-05-02,21:00:00,7
683,2,,7,3,1,2021-05-02 22:00:00,2021-05-02,22:00:00,1
684,2,,5,2,1,2021-05-02 22:00:00,2021-05-02,22:00:00,14
685,1,7,1,,1,2021-05-02 22:00:00,2021-05-02,22:00:00,11
686,2,,11,8,2,2021-05-02 22:00:00,2021-05-02,22:00:00,9
687,1,6,1,,1,2021-05-02 22:00:00,2021-05-02,22:00:00,16
688,2,,9,1,1,2021-05-02 22:00:00,2021-05-02,22:00:00,14
689,3,2,,2,1,2021-05-02 22:00:00,2021-05-02,22:00:00,34
690,2,,3,8,2,2021-05-02 22:00:00,2021-05-02,22:00:00,14
691,1,9,1,,1,2021-05-02 22:00:00,2021-05-02,22:00:00,18
692,1,1,1,,1,2021-05-02 22:00:00,2021-05-02,22:00:00,16
693,3,7,,7,1,2021-05-02 22:00:00,2021-05-02,22:00:00,10
694,2,,8,9,1,2021-05-02 22:00:00,2021-05-02,22:00:00,19
695,2,,3,7,1,2021-05-02 22:00:00,2021-05-02,22:00:00,3
696,2,,1,10,1,2021-05-02 22:00:00,2021-05-02,22:00:00,11
697,3,5,,5,1,2021-05-02 22:00:00,2021-05-02,22:00:00,5
698,3,11,,11,1,2021-05-02 22:00:00,2021-05-02,22:00:00,3
699,2,,8,2,1,2021-05-02 22:00:00,2021-05-02,22:00:00,20
700,2,,4,5,1,2021-05-02 22:00:00,2021-05-02,22:00:00,15
701,1,9,1,,1,2021-05-02 22:00:00,2021-05-02,22:00:00,18
702,3,6,,6,1,2021-05-02 23:00:00,2021-05-02,23:00:00,13
703,2,,8,4,1,2021-05-02 23:00:00,2021-05-02,23:00:00,10
704,2,,2,5,1,2021-05-02 23:00:00,2021-05-02,23:00:00,5
705,2,,6,3,1,2021-05-02 23:00:00,2021-05-02,23:00:00,18
706,1,9,1,,1,2021-05-02 23:00:00,2021-05-02,23:00:00,8
707,2,,8,11,1,2021-05-02 23:00:00,2021-05-02,23:00:00,10
708,1,1,1,,1,2021-05-02 23:00:00,2021-05-02,23:00:00,4
709,2,,10,2,1,2021-05-02 23:00:00,2021-05-02,23:00:00,8
710,1,4,1,,1,2021-05-02 23:00:00,2021-05-02,23:00:00,15
